date,low_pred_mean_flow_m3s,normal_pred_mean_flow_m3s,high_pred_mean_flow_m3s,low_pred_mean_sediment_flux_kg_s,normal_pred_mean_sediment_flux_kg_s,high_pred_mean_sediment_flux_kg_s,low_pred_water_volume_m3,low_pred_sediment_mass_kg,low_pred_water_volume_1e8_m3,low_pred_sediment_mass_1e4_t,normal_pred_water_volume_m3,normal_pred_sediment_mass_kg,normal_pred_water_volume_1e8_m3,normal_pred_sediment_mass_1e4_t,high_pred_water_volume_m3,high_pred_sediment_mass_kg,high_pred_water_volume_1e8_m3,high_pred_sediment_mass_1e4_t,pred_mean_flow_m3s,pred_mean_sediment_flux_kg_s,pred_water_volume_m3,pred_sediment_mass_kg,pred_water_volume_1e8_m3,pred_sediment_mass_1e4_t,year,month
2023-02-07,287.5911285055532,432.24935921771487,570.0088520580824,206.42710100631086,520.0231978122312,771.3649992382318,24847873.502879795,17835301.52694526,0.24847873502879794,1.783530152694526,37346344.636410564,44930004.29097677,0.37346344636410567,4.493000429097677,49248764.81781832,66645935.934183225,0.4924876481781832,6.6645935934183225,432.24935921771487,520.0231978122312,37346344.636410564,44930004.29097677,0.37346344636410567,4.493000429097677,2023,2
2023-02-08,287.5911285055532,441.78089764639867,586.8536550206783,222.53152320869765,546.9514870185052,789.1811083841345,24847873.502879795,19226723.605231475,0.24847873502879794,1.9226723605231475,38169869.55664884,47256608.47839885,0.38169869556648844,4.725660847839885,50704155.7937866,68185247.76438922,0.507041557937866,6.818524776438922,441.78089764639867,546.9514870185052,38169869.55664884,47256608.47839885,0.38169869556648844,4.725660847839885,2023,2
2023-02-09,295.902654073637,451.8048860949553,590.1262146323874,227.50639569978955,575.8376253938819,821.72003357138,25565989.311962236,19656552.588461816,0.25565989311962234,1.9656552588461815,39035942.15860414,49752370.834031396,0.39035942158604137,4.975237083403139,50986904.94423827,70996610.90056723,0.5098690494423826,7.099661090056723,451.8048860949553,575.8376253938819,39035942.15860414,49752370.834031396,0.39035942158604137,4.975237083403139,2023,2
2023-02-10,310.2009468207118,462.845072386337,595.6819553685448,239.5297430071388,608.0901551015761,892.0084541566134,26801361.8053095,20695369.79581679,0.268013618053095,2.069536979581679,39989814.254179515,52538989.40077618,0.3998981425417952,5.253898940077618,51466920.94384227,77069530.4391314,0.5146692094384226,7.706953043913139,462.845072386337,608.0901551015761,39989814.254179515,52538989.40077618,0.3998981425417952,5.253898940077618,2023,2
2023-02-11,313.96582102605674,474.58316436793535,635.3078322173019,244.04604561595312,643.1932625429109,1006.0001458484488,27126646.936651304,21085578.34121835,0.27126646936651305,2.108557834121835,41003985.401389614,55571897.8837075,0.41003985401389614,5.55718978837075,54890596.70357488,86918412.60130598,0.5489059670357488,8.691841260130598,474.58316436793535,643.1932625429109,41003985.401389614,55571897.8837075,0.41003985401389614,5.55718978837075,2023,2
2023-02-12,317.64840289904436,487.0008067370912,663.568540802139,255.56606840003656,680.8948858821933,1113.9912516617974,27444822.01047743,22080908.30976316,0.2744482201047743,2.208090830976316,42076869.702084675,58829318.1402215,0.42076869702084674,5.88293181402215,57332321.92530481,96248844.14357929,0.5733232192530481,9.624884414357929,487.0008067370912,680.8948858821933,42076869.702084675,58829318.1402215,0.42076869702084674,5.88293181402215,2023,2
2023-02-13,320.2817575344768,499.86672177825085,716.7666610017828,271.17057844617904,720.4049403501855,1149.3372913471192,27672343.850978795,23429137.97774987,0.276723438509788,2.3429137977749868,43188484.76164088,62242986.846256025,0.4318848476164088,6.2242986846256025,61928639.51055404,99302741.9723911,0.6192863951055404,9.93027419723911,499.86672177825085,720.4049403501855,43188484.76164088,62242986.846256025,0.4318848476164088,6.2242986846256025,2023,2
2023-02-14,326.06279388257474,513.5172976545039,724.4787394665858,282.58767765324535,763.3733377895821,1193.4249618947697,28171825.39145446,24415575.3492404,0.2817182539145446,2.44155753492404,44367894.51734913,65955456.3850199,0.4436789451734913,6.5955456385019895,62594963.08991301,103111916.7077081,0.6259496308991301,10.31119167077081,513.5172976545039,763.3733377895821,44367894.51734913,65955456.3850199,0.4436789451734913,6.5955456385019895,2023,2
2023-02-15,334.43603869992654,528.113240978024,738.0509828174726,310.5996363627405,810.1843459854487,1224.3581523604926,28895273.743673652,26835808.58174078,0.28895273743673655,2.683580858174078,45628984.02050127,69999927.49314277,0.45628984020501273,6.999992749314277,63767604.91542963,105784544.36394656,0.6376760491542963,10.578454436394656,528.113240978024,810.1843459854487,45628984.02050127,69999927.49314277,0.45628984020501273,6.999992749314277,2023,2
2023-02-16,356.3463721900484,542.9073239350771,738.1524575341147,327.8746157380007,859.4370225428781,1261.405613919324,30788326.55722018,28328366.799763262,0.3078832655722018,2.8328366799763263,46907192.78799066,74255358.74770467,0.4690719278799066,7.425535874770467,63776372.3309475,108985445.04262958,0.6377637233094751,10.898544504262958,542.9073239350771,859.4370225428781,46907192.78799066,74255358.74770467,0.4690719278799066,7.425535874770467,2023,2
